rank,label,slippage,trades,win_rate_pct,profit_r,pf_r,points_per_week,net_usd_per_week,net_usd_1mic,max_dd_usd_1mic
185,lb2h pair_mid tp125pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,41,31.7073,7.07,1.321364,3.7430,6.6507,404.78,709.15
186,lb3h pair_mid tp150pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,40,35.00,6.46,1.307619,3.7409,6.6668,405.76,608.41
187,lb3h pair_mid rr2.5 trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,40,27.500,6.20,1.295238,3.7276,6.6402,404.14,649.78
188,lb1h close tp50pts trail_none slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,43,37.2093,9.83,1.364074,3.7215,6.5669,399.68,375.46
189,lb1h pair_mid tp125pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,38,31.5789,9.37,1.425909,3.7162,6.6582,405.24,538.04
190,lb2h pair_mid tp125pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=2h],3,38,31.5789,9.37,1.425909,3.7162,6.6582,405.24,538.04
191,lb3h pair_mid tp125pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=3h],3,38,31.5789,9.37,1.425909,3.7162,6.6582,405.24,538.04
192,lb0h pair_mid tp125pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,35,17.1429,5.45,1.2725,3.7009,6.6888,407.10,489.56
193,lb0h pair_mid tp125pts trail_be1r slNone kems slip2 [entry 05-09 only  lb=0h],2,39,20.5128,1.97,1.093810,3.7009,6.6073,402.14,840.90
194,lb1h pair_mid tp125pts trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,41,31.7073,7.71,1.350455,3.6937,6.5521,398.78,716.65
195,lb2h pair_mid tp125pts trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,41,31.7073,7.71,1.350455,3.6937,6.5521,398.78,716.65
196,lb0h pair_mid tp150pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,39,35.8974,6.16,1.293333,3.6896,6.5846,400.76,679.15
197,lb1h pair_mid tp175pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,41,36.5854,5.69,1.258636,3.6896,6.5439,398.28,679.15
198,lb2h pair_mid tp175pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,41,36.5854,5.69,1.258636,3.6896,6.5439,398.28,679.15
199,lb0h pair_mid tp125pts trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=0h],1,39,28.2051,6.48,1.308571,3.6710,6.5475,398.50,701.65
200,lb3h pair_mid tp200pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,40,30.00,6.20,1.295238,3.6710,6.5271,397.26,634.91
201,lb0h pair_mid tp125pts trail_prog slSome(30) ksme slip1 [entry 05-09 only  lb=0h],1,36,27.7778,8.20,1.390476,3.6608,6.5882,400.98,465.30
202,lb1h pair_mid tp175pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,41,36.5854,6.37,1.289545,3.6608,6.4864,394.78,686.65
203,lb2h pair_mid tp175pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,41,36.5854,6.37,1.289545,3.6608,6.4864,394.78,686.65
204,lb0h pair_mid tp150pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,39,35.8974,6.84,1.325714,3.6567,6.5189,396.76,686.65
205,lb3h pair_mid tp200pts trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,40,30.00,6.89,1.328095,3.6505,6.4860,394.76,641.41
206,lb1h pair_mid tp125pts trail_be1r slNone kems slip1 [entry 05-09 only  lb=1h],1,41,19.5122,1.21,1.0550,3.6352,6.4351,391.66,831.90
207,lb2h pair_mid tp125pts trail_be1r slNone kems slip1 [entry 05-09 only  lb=2h],1,41,19.5122,1.21,1.0550,3.6352,6.4351,391.66,831.90
208,lb3h pair_mid rr2.5 trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=3h],3,40,27.500,6.07,1.289048,3.6270,6.4391,391.90,636.54
209,lb0h close tp125pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,21,19.0476,13.93,1.819412,3.6147,6.8015,413.96,399.38
210,lb0h pair_mid tp175pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,39,33.3333,5.07,1.241429,3.5971,6.3996,389.50,671.65
211,lb3h pair_mid rr2.5 trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,40,27.500,6.07,1.289048,3.5859,6.3569,386.90,656.54
212,lb0h close tp75pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,41,29.2683,9.83,1.338966,3.5818,6.3283,385.16,359.80
213,lb1h close rr2.5 trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,23,39.1304,8.37,1.597857,3.5654,6.6622,405.48,273.66
214,lb0h close rr2.5 trail_none slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,41,34.1463,7.68,1.284444,3.5654,6.2955,383.16,351.94
215,lb1h close tp125pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,42,19.0476,10.96,1.322353,3.5654,6.2751,381.92,531.90
216,lb1h close tp200pts trail_none slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,42,11.9048,1.48,1.04,3.5448,6.2340,379.42,554.88
217,lb0h close tp50pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,41,39.0244,9.64,1.3856,3.5325,6.2297,379.16,374.98
218,lb0h close tp75pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,21,28.5714,10.51,1.700667,3.4997,6.5715,399.96,286.16
219,lb2h close rr2.5 trail_none slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,42,33.3333,6.83,1.243929,3.4975,6.1394,373.66,345.94
220,lb3h close rr2.5 trail_none slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,42,33.3333,6.83,1.243929,3.4975,6.1394,373.66,345.94
221,lb1h pair_mid tp150pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,41,36.5854,6.10,1.277273,3.4965,6.1578,374.78,679.15
222,lb2h pair_mid tp150pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,41,36.5854,6.10,1.277273,3.4965,6.1578,374.78,679.15
223,lb1h pair_mid tp125pts trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,41,29.2683,6.45,1.293182,3.4862,6.1371,373.52,701.65
224,lb2h pair_mid tp125pts trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,41,29.2683,6.45,1.293182,3.4862,6.1371,373.52,701.65
225,lb2h close tp50pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,42,35.7143,8.69,1.321852,3.4791,6.1026,371.42,329.58
226,lb3h close tp50pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,42,35.7143,8.69,1.321852,3.4791,6.1026,371.42,329.58
227,lb1h pair_mid tp125pts trail_prog slSome(30) ksme slip1 [entry 05-09 only  lb=1h],1,38,28.9474,8.17,1.371364,3.4760,6.1778,376.00,504.04
228,lb2h pair_mid tp125pts trail_prog slSome(30) ksme slip1 [entry 05-09 only  lb=2h],1,38,28.9474,8.17,1.371364,3.4760,6.1778,376.00,504.04
229,lb3h pair_mid tp125pts trail_prog slSome(30) ksme slip1 [entry 05-09 only  lb=3h],1,38,28.9474,8.17,1.371364,3.4760,6.1778,376.00,504.04
230,lb0h pair_mid tp125pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,35,17.1429,5.16,1.2580,3.4750,6.2370,379.60,505.56
231,lb0h close rr2.0 trail_none slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,41,41.4634,9.77,1.407083,3.4709,6.1065,371.66,216.10
232,lb0h close tp125pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,21,19.0476,13.31,1.782941,3.4586,6.4893,394.96,411.38
233,lb1h pair_mid tp150pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,41,36.5854,6.75,1.306818,3.4555,6.0756,369.78,686.65
234,lb2h pair_mid tp150pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,41,36.5854,6.75,1.306818,3.4555,6.0756,369.78,686.65
235,lb0h pair_mid tp125pts trail_be1r slNone kems slip3 [entry 05-09 only  lb=0h],3,39,20.5128,1.73,1.082381,3.4545,6.1144,372.14,849.90
236,lb0h close rr2.5 trail_none slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,41,34.1463,7.52,1.278519,3.4298,6.0244,366.66,362.05
237,lb0h pair_mid tp150pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,39,33.3333,5.50,1.261905,3.4164,6.0382,367.50,671.65
238,lb1h pair_mid tp175pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,41,34.1463,5.03,1.228636,3.4123,5.9892,364.52,671.65
239,lb2h pair_mid tp175pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,41,34.1463,5.03,1.228636,3.4123,5.9892,364.52,671.65
240,lb1h close tp75pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,43,27.9070,8.48,1.273548,3.4093,5.9425,361.68,399.78
241,lb3h pair_mid tp125pts trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,40,17.500,2.04,1.097143,3.4072,5.9994,365.14,696.16
242,lb0h pair_mid tp125pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,35,20.00,2.09,1.074643,3.4011,6.0891,370.60,664.56
243,lb1h pair_mid rr2.5 trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,41,26.8293,5.35,1.243182,3.4011,5.9668,363.16,686.28
244,lb2h pair_mid rr2.5 trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,41,26.8293,5.35,1.243182,3.4011,5.9668,363.16,686.28
245,lb0h pair_mid rr2.5 trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,39,25.6410,3.88,1.184762,3.3948,5.9951,364.88,686.28
246,lb1h pair_mid tp125pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,37,16.2162,4.45,1.211905,3.3888,6.0237,366.62,530.04
247,lb2h pair_mid tp125pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,37,16.2162,4.45,1.211905,3.3888,6.0237,366.62,530.04
248,lb3h pair_mid tp125pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,37,16.2162,4.45,1.211905,3.3888,6.0237,366.62,530.04
249,lb3h pair_mid tp200pts trail_prog slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,40,27.500,5.52,1.262857,3.3856,5.9563,362.52,628.41
250,lb1h pair_mid tp125pts trail_be1r slNone kems slip2 [entry 05-09 only  lb=1h],2,41,19.5122,0.97,1.044091,3.3764,5.9176,360.16,840.90
251,lb2h pair_mid tp125pts trail_be1r slNone kems slip2 [entry 05-09 only  lb=2h],2,41,19.5122,0.97,1.044091,3.3764,5.9176,360.16,840.90
252,lb0h close tp200pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=0h],1,40,12.500,-0.75,0.978571,3.3723,5.9297,360.90,600.88
253,lb0h close tp75pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,21,28.5714,10.01,1.667333,3.3518,6.2757,381.96,295.16
254,lb1h close tp50pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,43,37.2093,8.28,1.306667,3.3436,5.8111,353.68,409.46
255,lb0h close tp125pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,21,19.0476,12.70,1.747059,3.3025,6.1772,375.96,423.38
256,lb2h close tp75pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,42,26.1905,8.16,1.263226,3.2984,5.7411,349.42,324.90
257,lb3h close tp75pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,42,26.1905,8.16,1.263226,3.2984,5.7411,349.42,324.90
258,lb0h close tp75pts trail_none slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,41,29.2683,9.19,1.316897,3.2943,5.7532,350.16,378.30
259,lb0h pair_mid tp100pts trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,35,31.4286,8.27,1.4135,3.2931,5.8732,357.46,448.06
260,lb0h pair_mid tp100pts trail_prog slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,35,31.4286,8.92,1.4460,3.2808,5.8485,355.96,463.06
261,lb3h pair_mid tp100pts trail_prog slNone kems slip2 [entry 05-09 only  lb=3h],2,40,35.00,6.45,1.307143,3.2808,5.7467,349.76,655.91
262,lb1h pair_mid rr2.5 trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,41,26.8293,5.35,1.243182,3.2779,5.7204,348.16,716.28
263,lb2h pair_mid rr2.5 trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,41,26.8293,5.35,1.243182,3.2779,5.7204,348.16,716.28
264,lb0h pair_mid rr2.5 trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=0h],1,39,25.6410,3.88,1.184762,3.2716,5.7486,349.88,716.28
265,lb0h pair_mid tp200pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,39,28.2051,5.26,1.250476,3.2644,5.7342,349.00,709.15
266,lb0h close tp50pts trail_none slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,41,39.0244,9.03,1.3612,3.2614,5.6875,346.16,398.98
267,lb1h close tp125pts trail_none slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,42,19.0476,10.22,1.300588,3.2532,5.6507,343.92,541.90
268,lb1h pair_mid rr2.5 trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=1h],2,41,26.8293,5.20,1.236364,3.2511,5.6668,344.90,694.02
269,lb2h pair_mid rr2.5 trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,41,26.8293,5.20,1.236364,3.2511,5.6668,344.90,694.02
270,lb0h close tp50pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,21,38.0952,9.73,1.748462,3.2491,6.0704,369.46,286.16
271,lb0h pair_mid tp125pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,35,17.1429,4.88,1.2440,3.2491,5.7851,352.10,521.56
272,lb3h pair_mid tp100pts trail_prog slNone kems slip3 [entry 05-09 only  lb=3h],3,40,35.00,7.11,1.338571,3.2480,5.6810,345.76,662.41
273,lb0h pair_mid rr2.5 trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,39,25.6410,3.77,1.179524,3.2470,5.6994,346.88,694.02
274,lb0h close rr2.5 trail_none slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,41,34.1463,7.65,1.283333,3.2450,5.6547,344.16,342.30
275,lb0h pair_mid tp200pts trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,39,28.2051,5.98,1.284762,3.2438,5.6931,346.50,716.65
276,lb2h close tp200pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=2h],1,41,12.1951,-1.75,0.951389,3.2409,5.6465,343.66,600.88
277,lb3h close tp200pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,41,12.1951,-1.75,0.951389,3.2409,5.6465,343.66,600.88
278,lb1h pair_mid tp150pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,41,34.1463,5.46,1.248182,3.2315,5.6277,342.52,671.65
279,lb2h pair_mid tp150pts trail_prog slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,41,34.1463,5.46,1.248182,3.2315,5.6277,342.52,671.65
280,lb0h pair_mid tp125pts trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,39,17.9487,2.04,1.097143,3.2100,5.6254,342.38,759.40
281,lb0h close tp75pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,21,28.5714,9.52,1.634667,3.2039,5.9800,363.96,304.16
282,lb2h close tp50pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,42,35.7143,8.04,1.297778,3.1957,5.5357,336.92,349.46
283,lb3h close tp50pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,42,35.7143,8.04,1.297778,3.1957,5.5357,336.92,349.46
284,lb2h close rr2.5 trail_none slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,42,33.3333,6.82,1.243571,3.1771,5.4986,334.66,324.90
285,lb3h close rr2.5 trail_none slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,42,33.3333,6.82,1.243571,3.1771,5.4986,334.66,324.90
286,lb3h pair_mid tp125pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,40,17.500,1.91,1.090952,3.1607,5.5065,335.14,716.16
287,lb1h close tp125pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,23,17.3913,11.93,1.627895,3.1546,5.8407,355.48,457.86
288,lb3h pair_mid tp125pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,40,17.500,1.80,1.085714,3.1525,5.4900,334.14,704.16
289,lb1h pair_mid tp125pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,37,16.2162,4.16,1.198095,3.1505,5.5472,337.62,547.54
290,lb2h pair_mid tp125pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,37,16.2162,4.16,1.198095,3.1505,5.5472,337.62,547.54
291,lb3h pair_mid tp125pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,37,16.2162,4.16,1.198095,3.1505,5.5472,337.62,547.54
292,lb0h pair_mid tp125pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,35,20.00,1.75,1.0625,3.1423,5.5715,339.10,683.06
293,lb1h pair_mid rr2.5 trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,41,26.8293,5.20,1.236364,3.1278,5.4204,329.90,724.02
294,lb2h pair_mid rr2.5 trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,41,26.8293,5.20,1.236364,3.1278,5.4204,329.90,724.02
295,lb0h pair_mid rr2.5 trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,39,25.6410,3.77,1.179524,3.1237,5.4529,331.88,724.02
296,lb1h pair_mid tp125pts trail_be1r slNone kems slip3 [entry 05-09 only  lb=1h],3,41,19.5122,0.73,1.033182,3.1177,5.4000,328.66,849.90
297,lb2h pair_mid tp125pts trail_be1r slNone kems slip3 [entry 05-09 only  lb=2h],3,41,19.5122,0.73,1.033182,3.1177,5.4000,328.66,849.90
298,lb0h close tp50pts trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,21,38.0952,9.25,1.711538,3.1094,5.7910,352.46,295.16
299,lb0h close rr2.5 trail_none slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,41,34.1463,7.49,1.277407,3.1094,5.3836,327.66,357.05
300,lb1h close tp75pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,43,27.9070,7.83,1.252581,3.1053,5.3346,324.68,420.28
301,lb1h pair_mid rr2.5 trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,41,26.8293,5.07,1.230455,3.1012,5.3671,326.66,701.78
302,lb2h pair_mid rr2.5 trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,41,26.8293,5.07,1.230455,3.1012,5.3671,326.66,701.78
303,lb1h pair_mid tp100pts trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,37,32.4324,8.21,1.390952,3.1001,5.4463,331.48,487.80
304,lb2h pair_mid tp100pts trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,37,32.4324,8.21,1.390952,3.1001,5.4463,331.48,487.80
305,lb3h pair_mid tp100pts trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,37,32.4324,8.21,1.390952,3.1001,5.4463,331.48,487.80
306,lb0h pair_mid rr2.5 trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,39,25.6410,3.66,1.174286,3.0991,5.4036,328.88,701.78
307,lb3h pair_mid tp100pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,40,37.500,6.87,1.327143,3.0950,5.3750,327.14,614.91
308,lb0h close tp40pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,41,41.4634,8.68,1.361667,3.0889,5.3425,325.16,311.10
309,lb1h close rr2.5 trail_none slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,43,32.5581,5.68,1.195862,3.0889,5.3017,322.68,407.78
310,lb1h pair_mid tp100pts trail_prog slSome(25) ksme slip3 [entry 05-09 only  lb=1h],3,37,32.4324,8.83,1.420476,3.0795,5.4053,328.98,503.80
311,lb2h pair_mid tp100pts trail_prog slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,37,32.4324,8.83,1.420476,3.0795,5.4053,328.98,503.80
312,lb3h pair_mid tp100pts trail_prog slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,37,32.4324,8.83,1.420476,3.0795,5.4053,328.98,503.80
313,lb1h pair_mid tp200pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,41,29.2683,5.20,1.236364,3.0713,5.3073,323.02,709.15
314,lb2h pair_mid tp200pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,41,29.2683,5.20,1.236364,3.0713,5.3073,323.02,709.15
315,lb0h close rr2.5 trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=0h],1,23,39.1304,8.37,1.597857,3.0684,5.6681,344.98,215.18
316,lb0h close tp200pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,40,12.500,-1.08,0.969143,3.0643,5.3136,323.40,612.88
317,lb0h close rr2.0 trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,21,47.6190,8.84,1.803636,3.0602,5.6925,346.46,161.18
318,lb3h pair_mid tp100pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=3h],3,40,37.500,7.52,1.358095,3.0560,5.2971,322.40,621.41
319,lb1h close tp50pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,43,37.2093,7.64,1.282963,3.0560,5.2360,318.68,435.46
320,lb1h pair_mid tp200pts trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,41,29.2683,5.89,1.267727,3.0426,5.2498,319.52,716.65
321,lb2h pair_mid tp200pts trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,41,29.2683,5.89,1.267727,3.0426,5.2498,319.52,716.65
322,lb1h close tp75pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,23,26.0870,8.51,1.500588,3.0396,5.6106,341.48,344.64
323,lb2h close tp125pts trail_none slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,41,17.0732,9.42,1.277059,3.0273,5.2193,317.66,461.90
